DeviceTag: Xsens DOT5D,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 17:06:50.309,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
5454258,-0.2530,5.4421,-61.2150,-0.0220,0.0041,0.0617,0
5454425,-0.2534,5.4434,-61.2145,-0.0114,-0.0236,0.0677,0
5454592,-0.2527,5.4424,-61.2146,-0.0017,-0.0208,0.0554,0
5454758,-0.2528,5.4437,-61.2149,0.0094,-0.0097,0.0469,0
5454925,-0.2531,5.4431,-61.2140,0.0026,-0.0168,0.0833,0
5455092,-0.2537,5.4429,-61.2149,-0.0095,0.0005,0.0421,0
5455258,-0.2533,5.4434,-61.2147,-0.0098,-0.0035,0.0716,0
5455425,-0.2521,5.4409,-61.2155,-0.0054,-0.0141,0.0763,0
5455592,-0.2524,5.4412,-61.2166,-0.0006,-0.0285,0.0455,0
5455758,-0.2531,5.4404,-61.2169,-0.0038,-0.0184,0.0790,0
5455925,-0.2539,5.4418,-61.2174,-0.0025,-0.0113,0.0395,0
5456092,-0.2537,5.4429,-61.2179,-0.0064,0.0088,0.0704,0
5456258,-0.2530,5.4430,-61.2170,-0.0171,-0.0135,0.0493,0
5456425,-0.2516,5.4445,-61.2177,-0.0014,-0.0277,0.0510,0
5456592,-0.2514,5.4435,-61.2172,-0.0067,-0.0066,0.0656,0
5456758,-0.2523,5.4451,-61.2171,-0.0014,-0.0096,0.0602,0
5456925,-0.2524,5.4458,-61.2176,0.0010,-0.0116,0.0555,0
5457092,-0.2726,5.4374,-61.2158,0.0009,-0.0057,0.0554,0
5457258,-0.2721,5.4375,-61.2163,0.0079,-0.0076,0.0603,0
5457425,-0.2718,5.4380,-61.2169,0.0092,-0.0010,0.0459,0
5457592,-0.2715,5.4383,-61.2173,-0.0035,-0.0161,0.0658,0
5457758,-0.2715,5.4393,-61.2167,-0.0068,0.0045,0.0403,0
5457925,-0.2725,5.4397,-61.2177,-0.0085,0.0024,0.0530,0
5458092,-0.2710,5.4379,-61.2182,-0.0181,-0.0012,0.0518,0
5458258,-0.2716,5.4401,-61.2185,-0.0061,0.0104,0.0615,0
5458425,-0.2723,5.4410,-61.2190,0.0042,-0.0154,0.0570,0
5458592,-0.2708,5.4384,-61.2194,0.0022,0.0092,0.0523,0
5458758,-0.2711,5.4386,-61.2188,-0.0008,-0.0134,0.0766,0
5458925,-0.2713,5.4389,-61.2176,-0.0079,-0.0123,0.0478,0
5459092,-0.2719,5.4393,-61.2183,0.0044,-0.0154,0.0481,0
5459258,-0.2721,5.4394,-61.2192,-0.0060,0.0000,0.0385,0
5459425,-0.2720,5.4418,-61.2204,-0.0179,0.0013,0.0433,0
5459592,-0.2713,5.4418,-61.2209,-0.0205,0.0095,0.0607,0
5459758,-0.2713,5.4422,-61.2213,-0.0144,-0.0143,0.0502,0
5459925,-0.2708,5.4416,-61.2216,-0.0049,-0.0031,0.0616,0
5460092,-0.2726,5.4438,-61.2226,0.0079,-0.0142,0.0574,0
5460258,-0.2722,5.4445,-61.2223,0.0086,0.0043,0.0519,0
5460425,-0.2719,5.4435,-61.2229,-0.0092,0.0003,0.0613,0
5460592,-0.2730,5.4451,-61.2232,-0.0047,-0.0024,0.0474,0
5460758,-0.2731,5.4433,-61.2228,0.0028,-0.0070,0.0619,0
5460925,-0.2732,5.4429,-61.2232,-0.0316,-0.0014,0.0307,0
5461092,-0.2738,5.4430,-61.2225,-0.0041,-0.0038,0.0640,0
5461258,-0.2731,5.4421,-61.2220,0.0015,0.0033,0.0374,0
5461425,-0.2746,5.4428,-61.2217,-0.0079,0.0026,0.0584,0
5461592,-0.2749,5.4438,-61.2217,0.0022,0.0037,0.0497,0
5461758,-0.2738,5.4435,-61.2226,0.0087,-0.0178,0.0569,0
5461925,-0.2739,5.4446,-61.2234,-0.0029,-0.0042,0.0568,0
5462092,-0.2738,5.4443,-61.2223,-0.0090,0.0003,0.0557,0
5462258,-0.2735,5.4444,-61.2226,-0.0197,-0.0059,0.0544,0
5462425,-0.2726,5.4426,-61.2228,-0.0159,-0.0118,0.0643,0
5462592,-0.2724,5.4435,-61.2231,-0.0181,-0.0052,0.0610,0
5462758,-0.2716,5.4431,-61.2236,0.0018,-0.0097,0.0533,0
5462925,-0.2712,5.4431,-61.2244,-0.0092,0.0274,0.0665,0
5463092,-0.2717,5.4426,-61.2237,-0.0023,0.0136,0.0519,0
5463258,-0.2703,5.4415,-61.2234,0.0014,-0.0064,0.0661,0
5463425,-0.2699,5.4408,-61.2239,-0.0128,-0.0215,0.0447,0
5463592,-0.2683,5.4397,-61.2242,-0.0110,-0.0048,0.0591,0
5463758,-0.2676,5.4383,-61.2238,0.0059,-0.0066,0.0457,0
5463925,-0.2669,5.4393,-61.2250,0.0032,-0.0040,0.0503,0
5464092,-0.2663,5.4406,-61.2239,-0.0138,-0.0042,0.0557,0
5464258,-0.2652,5.4408,-61.2235,-0.0051,-0.0199,0.0539,0
5464425,-0.2663,5.4418,-61.2234,0.0012,-0.0189,0.0427,0
5464592,-0.2661,5.4431,-61.2235,-0.0029,-0.0090,0.0608,0
5464758,-0.2664,5.4435,-61.2238,-0.0160,-0.0049,0.0507,0
5464925,-0.2661,5.4436,-61.2230,0.0021,-0.0012,0.0570,0
5465092,-0.2664,5.4431,-61.2225,-0.0011,-0.0156,0.0514,0
5465258,-0.2662,5.4438,-61.2225,-0.0009,-0.0154,0.0625,0
5465425,-0.2657,5.4439,-61.2236,-0.0004,0.0048,0.0515,0
5465592,-0.2667,5.4442,-61.2230,-0.0152,0.0134,0.0601,0
5465758,-0.2662,5.4428,-61.2231,-0.0006,-0.0031,0.0576,0
5465925,-0.2659,5.4426,-61.2225,-0.0097,-0.0063,0.0422,0
5466092,-0.2651,5.4428,-61.2232,0.0051,-0.0151,0.0452,0
5466258,-0.2655,5.4434,-61.2226,-0.0047,-0.0136,0.0488,0
5466425,-0.2649,5.4440,-61.2219,-0.0082,-0.0027,0.0640,0
5466592,-0.2659,5.4437,-61.2217,0.0004,-0.0072,0.0587,0
5466758,-0.2680,5.4441,-61.2216,0.0089,-0.0051,0.0570,0
5466925,-0.2678,5.4463,-61.2215,0.0061,0.0104,0.0467,0
5467092,-0.2686,5.4471,-61.2220,0.0025,-0.0026,0.0565,0
5467258,-0.2691,5.4495,-61.2227,-0.0085,-0.0023,0.0574,0
5467425,-0.2688,5.4498,-61.2236,0.0034,0.0037,0.0558,0
5467592,-0.2688,5.4513,-61.2250,-0.0086,0.0029,0.0601,0
5467758,-0.2692,5.4539,-61.2271,0.0044,-0.0148,0.0624,0
5467925,-0.2686,5.4536,-61.2286,-0.0181,-0.0057,0.0463,0
5468092,-0.2686,5.4534,-61.2292,-0.0089,-0.0257,0.0557,0
5468258,-0.2696,5.4523,-61.2293,0.0027,-0.0046,0.0528,0
5468425,-0.2691,5.4526,-61.2293,-0.0078,0.0033,0.0576,0
5468592,-0.2685,5.4524,-61.2292,0.0027,0.0101,0.0631,0
5468759,-0.2685,5.4528,-61.2296,-0.0093,-0.0223,0.0496,0
5468925,-0.2677,5.4515,-61.2286,-0.0139,-0.0158,0.0547,0
5469092,-0.2667,5.4498,-61.2276,-0.0118,-0.0223,0.0550,0
5469259,-0.2660,5.4483,-61.2275,-0.0031,-0.0127,0.0515,0
5469425,-0.2668,5.4473,-61.2274,0.0226,0.0021,0.0663,0
5469592,-0.2668,5.4487,-61.2273,0.0024,-0.0005,0.0622,0
5469759,-0.2666,5.4479,-61.2276,-0.0040,-0.0032,0.0645,0
5469925,-0.2666,5.4471,-61.2281,-0.0093,-0.0088,0.0444,0
5470092,-0.2668,5.4459,-61.2270,-0.0202,-0.0168,0.0498,0
5470259,-0.2661,5.4448,-61.2249,-0.0153,0.0152,0.0476,0
5470425,-0.2642,5.4446,-61.2237,-0.0056,0.0189,0.0490,0
5470592,-0.2649,5.4440,-61.2241,0.0001,-0.0043,0.0617,0
5470759,-0.2635,5.4446,-61.2240,0.0031,-0.0218,0.0525,0
5470925,-0.2630,5.4460,-61.2236,0.0085,-0.0007,0.0573,0
5471092,-0.2632,5.4458,-61.2229,-0.0095,0.0317,0.0620,0
5471259,-0.2635,5.4464,-61.2228,-0.0261,0.0109,0.0458,0
5471425,-0.2627,5.4452,-61.2239,-0.0123,-0.0277,0.0494,0
5471592,-0.2620,5.4446,-61.2244,-0.0023,-0.0390,0.0633,0
5471759,-0.2621,5.4464,-61.2250,0.0124,-0.0224,0.0623,0
5471925,-0.2618,5.4482,-61.2254,-0.0052,0.0088,0.0612,0
5472092,-0.2607,5.4484,-61.2249,-0.0065,0.0273,0.0484,0
5472259,-0.2607,5.4485,-61.2260,-0.0129,0.0270,0.0612,0
5472425,-0.2607,5.4472,-61.2263,-0.0028,-0.0069,0.0584,0
5472592,-0.2608,5.4467,-61.2270,-0.0036,-0.0264,0.0534,0
5472759,-0.2615,5.4467,-61.2273,-0.0084,-0.0205,0.0479,0
5472925,-0.2608,5.4476,-61.2281,-0.0047,-0.0016,0.0448,0
5473092,-0.2607,5.4466,-61.2267,-0.0122,0.0172,0.0586,0
5473259,-0.2598,5.4462,-61.2268,-0.0086,-0.0028,0.0575,0
5473425,-0.2597,5.4459,-61.2261,-0.0073,-0.0074,0.0364,0
5473592,-0.2599,5.4446,-61.2258,-0.0046,-0.0132,0.0711,0
5473759,-0.2598,5.4428,-61.2256,-0.0072,0.0029,0.0516,0
5473925,-0.2603,5.4416,-61.2247,0.0037,-0.0202,0.0686,0
5474092,-0.2603,5.4427,-61.2252,0.0127,-0.0205,0.0547,0
5474259,-0.2596,5.4441,-61.2260,0.0117,-0.0130,0.0582,0
5474425,-0.2598,5.4440,-61.2254,-0.0194,0.0113,0.0562,0
5474592,-0.2600,5.4440,-61.2259,-0.0126,0.0059,0.0415,0
5474759,-0.2602,5.4428,-61.2260,-0.0096,-0.0012,0.0541,0
5474925,-0.2596,5.4416,-61.2257,0.0011,-0.0217,0.0393,0
5475092,-0.2592,5.4415,-61.2259,0.0002,-0.0118,0.0483,0
5475259,-0.2587,5.4418,-61.2263,-0.0095,-0.0213,0.0602,0
5475425,-0.2590,5.4419,-61.2253,-0.0095,-0.0117,0.0507,0
5475592,-0.2579,5.4418,-61.2242,0.0140,-0.0033,0.0589,0
5475759,-0.2564,5.4419,-61.2235,0.0077,0.0014,0.0567,0
5475925,-0.2556,5.4417,-61.2231,-0.0255,-0.0106,0.0740,0
5476092,-0.2551,5.4410,-61.2222,-0.0097,-0.0060,0.0651,0
5476259,-0.2556,5.4417,-61.2222,-0.0148,0.0001,0.0493,0
5476425,-0.2548,5.4423,-61.2212,0.0068,-0.0250,0.0633,0
5476592,-0.2550,5.4421,-61.2213,0.0086,-0.0040,0.0603,0
5476759,-0.2542,5.4429,-61.2217,-0.0083,-0.0014,0.0440,0
5476925,-0.2544,5.4447,-61.2212,-0.0248,0.0194,0.0400,0
5477092,-0.2545,5.4462,-61.2209,-0.0130,-0.0021,0.0488,0
5477259,-0.2541,5.4476,-61.2215,-0.0068,-0.0190,0.0636,0
5477425,-0.2541,5.4494,-61.2224,0.0044,-0.0340,0.0207,0
5477592,-0.2533,5.4519,-61.2239,-0.0015,-0.0125,0.0603,0
5477759,-0.2527,5.4562,-61.2270,-0.0221,0.0090,0.0670,0
5477925,-0.2516,5.4566,-61.2272,-0.0094,0.0023,0.0622,0
5478092,-0.2516,5.4554,-61.2268,-0.0113,-0.0173,0.0615,0
5478259,-0.2507,5.4527,-61.2254,-0.0137,-0.0232,0.0605,0
5478425,-0.2499,5.4502,-61.2235,0.0113,-0.0216,0.0524,0
5478592,-0.2493,5.4513,-61.2229,0.0051,0.0016,0.0562,0
5478759,-0.2510,5.4531,-61.2233,0.0027,0.0155,0.0496,0
5478925,-0.2502,5.4544,-61.2233,-0.0085,0.0099,0.0473,0
5479092,-0.2494,5.4536,-61.2235,-0.0168,-0.0246,0.0688,0
5479259,-0.2482,5.4537,-61.2228,-0.0246,-0.0249,0.0567,0
5479425,-0.2485,5.4547,-61.2232,0.0027,-0.0150,0.0562,0
5479592,-0.2482,5.4556,-61.2230,0.0061,0.0099,0.0576,0
5479759,-0.2492,5.4580,-61.2230,0.0128,0.0137,0.0715,0
5479925,-0.2499,5.4591,-61.2230,-0.0091,0.0100,0.0560,0
5480092,-0.2499,5.4584,-61.2223,-0.0331,-0.0251,0.0470,0
5480259,-0.2490,5.4583,-61.2228,-0.0238,-0.0164,0.0570,0
5480425,-0.2494,5.4585,-61.2221,0.0050,-0.0240,0.0596,0
5480592,-0.2487,5.4591,-61.2212,0.0018,-0.0076,0.0472,0
5480759,-0.2479,5.4600,-61.2213,0.0023,-0.0127,0.0409,0
5480925,-0.2478,5.4603,-61.2216,-0.0142,-0.0089,0.0643,0
5481092,-0.2470,5.4603,-61.2217,-0.0213,-0.0012,0.0699,0
5481259,-0.2455,5.4608,-61.2224,-0.0065,-0.0154,0.0447,0
5481425,-0.2449,5.4602,-61.2232,0.0050,-0.0188,0.0755,0
5481592,-0.2442,5.4603,-61.2234,0.0063,-0.0266,0.0358,0
5481759,-0.2447,5.4621,-61.2241,0.0080,-0.0235,0.0579,0
5481925,-0.2441,5.4613,-61.2246,-0.0234,0.0028,0.0548,0
5482092,-0.2439,5.4633,-61.2253,-0.0263,0.0159,0.0353,0
5482259,-0.2433,5.4620,-61.2254,-0.0046,-0.0171,0.0671,0
5482425,-0.2428,5.4594,-61.2257,0.0054,-0.0132,0.0387,0
5482592,-0.2423,5.4594,-61.2253,0.0004,-0.0041,0.0651,0
5482759,-0.2430,5.4591,-61.2246,0.0189,-0.0184,0.0549,0
5482925,-0.2437,5.4598,-61.2240,-0.0029,-0.0001,0.0693,0
5483092,-0.2439,5.4617,-61.2244,-0.0304,0.0241,0.0374,0
5483259,-0.2433,5.4611,-61.2254,-0.0396,0.0029,0.0436,0
5483425,-0.2426,5.4606,-61.2257,-0.0322,-0.0298,0.0570,0
5483592,-0.2423,5.4612,-61.2268,0.0011,-0.0642,0.0420,0
5483759,-0.2421,5.4621,-61.2284,0.0083,-0.0408,0.0537,0
5483925,-0.2404,5.4635,-61.2290,0.0007,0.0097,0.0536,0
5484092,-0.2407,5.4641,-61.2289,0.0074,0.0156,0.0623,0
5484259,-0.2416,5.4637,-61.2287,-0.0199,0.0057,0.0598,0
5484425,-0.2415,5.4633,-61.2294,-0.0301,-0.0279,0.0627,0
5484592,-0.2422,5.4630,-61.2298,-0.0095,-0.0263,0.0545,0
5484759,-0.2413,5.4634,-61.2287,-0.0083,-0.0071,0.0468,0
5484925,-0.2409,5.4644,-61.2287,0.0016,-0.0097,0.0634,0
5485092,-0.2403,5.4648,-61.2286,-0.0074,-0.0126,0.0523,0
5485259,-0.2390,5.4646,-61.2279,-0.0090,-0.0093,0.0492,0
5485426,-0.2382,5.4635,-61.2279,-0.0231,-0.0088,0.0544,0
5485592,-0.2371,5.4634,-61.2283,-0.0119,-0.0051,0.0553,0
5485759,-0.2369,5.4628,-61.2281,-0.0154,0.0090,0.0670,0
5485926,-0.2366,5.4617,-61.2273,0.0020,-0.0040,0.0576,0
5486092,-0.2365,5.4601,-61.2272,0.0221,-0.0301,0.0588,0
5486259,-0.2368,5.4604,-61.2269,-0.0129,-0.0143,0.0467,0
5486426,-0.2363,5.4623,-61.2254,-0.0096,-0.0092,0.0457,0
5486592,-0.2360,5.4618,-61.2252,-0.0115,0.0125,0.0479,0
5486759,-0.2358,5.4630,-61.2271,-0.0224,0.0142,0.0572,0
5486926,-0.2362,5.4630,-61.2280,-0.0149,-0.0197,0.0617,0
5487092,-0.2360,5.4645,-61.2274,-0.0240,-0.0213,0.0525,0
5487259,-0.2358,5.4667,-61.2285,-0.0147,-0.0040,0.0526,0
5487426,-0.2360,5.4686,-61.2301,-0.0020,-0.0121,0.0408,0
5487592,-0.2353,5.4706,-61.2315,-0.0025,-0.0147,0.0665,0
5487759,-0.2353,5.4711,-61.2318,-0.0065,-0.0125,0.0599,0
5487926,-0.2350,5.4718,-61.2332,-0.0124,-0.0140,0.0452,0
5488092,-0.2352,5.4731,-61.2351,-0.0107,-0.0235,0.0551,0
5488259,-0.2362,5.4736,-61.2361,-0.0207,-0.0227,0.0626,0
5488426,-0.2367,5.4743,-61.2361,-0.0176,-0.0241,0.0545,0
5488592,-0.2369,5.4751,-61.2376,-0.0050,0.0029,0.0558,0
5488759,-0.2369,5.4737,-61.2380,0.0016,0.0010,0.0577,0
5488926,-0.2369,5.4738,-61.2382,0.0175,-0.0075,0.0440,0
5489092,-0.2379,5.4733,-61.2388,-0.0092,-0.0087,0.0562,0
5489259,-0.2384,5.4726,-61.2377,-0.0084,-0.0067,0.0651,0
5489426,-0.2387,5.4710,-61.2364,-0.0102,0.0014,0.0587,0
5489592,-0.2384,5.4712,-61.2357,-0.0175,-0.0053,0.0397,0
5489759,-0.2384,5.4705,-61.2341,-0.0156,-0.0153,0.0408,0
5489926,-0.2384,5.4700,-61.2329,-0.0213,0.0048,0.0653,0
5490092,-0.2390,5.4686,-61.2321,0.0104,-0.0343,0.0431,0
5490259,-0.2401,5.4673,-61.2308,-0.0009,-0.0104,0.0730,0
5490426,-0.2388,5.4665,-61.2296,-0.0083,0.0006,0.0519,0
5490592,-0.2393,5.4652,-61.2291,-0.0203,-0.0013,0.0578,0
5490759,-0.2390,5.4649,-61.2296,-0.0255,0.0111,0.0309,0
5490926,-0.2380,5.4636,-61.2298,0.0041,-0.0236,0.0521,0
5491092,-0.2379,5.4620,-61.2300,0.0095,-0.0180,0.0599,0
5491259,-0.2394,5.4652,-61.2315,0.0018,-0.0100,0.0413,0
5491426,-0.2397,5.4656,-61.2321,-0.0048,-0.0065,0.0538,0
5491592,-0.2394,5.4647,-61.2325,-0.0102,-0.0037,0.0560,0
5491759,-0.2395,5.4643,-61.2318,-0.0110,0.0057,0.0601,0
5491926,-0.2406,5.4648,-61.2316,0.0014,-0.0064,0.0498,0
5492092,-0.2397,5.4659,-61.2322,0.0277,-0.0171,0.0574,0
5492259,-0.2394,5.4662,-61.2328,0.0029,-0.0242,0.0691,0
5492426,-0.2380,5.4656,-61.2320,-0.0292,-0.0111,0.0598,0
5492592,-0.2370,5.4651,-61.2322,-0.0428,-0.0167,0.0510,0
5492759,-0.2364,5.4656,-61.2327,-0.0134,-0.0165,0.0611,0
5492926,-0.2362,5.4671,-61.2336,0.0056,-0.0102,0.0442,0
5493092,-0.2366,5.4673,-61.2346,0.0056,-0.0064,0.0550,0
5493259,-0.2355,5.4680,-61.2356,0.0014,-0.0026,0.0469,0
5493426,-0.2359,5.4693,-61.2359,0.0030,-0.0234,0.0494,0
5493592,-0.2343,5.4698,-61.2365,-0.0175,-0.0196,0.0447,0
5493759,-0.2344,5.4709,-61.2374,-0.0102,-0.0117,0.0532,0
5493926,-0.2344,5.4724,-61.2385,-0.0207,-0.0029,0.0646,0
5494092,-0.2335,5.4727,-61.2390,-0.0056,-0.0162,0.0399,0
5494259,-0.2319,5.4718,-61.2386,-0.0055,-0.0181,0.0545,0
5494426,-0.2312,5.4721,-61.2396,-0.0090,-0.0358,0.0468,0
5494592,-0.2321,5.4730,-61.2411,-0.0142,-0.0134,0.0588,0
5494759,-0.2318,5.4742,-61.2422,0.0054,-0.0019,0.0527,0
5494926,-0.2316,5.4747,-61.2414,-0.0004,0.0077,0.0435,0
5495092,-0.2320,5.4749,-61.2401,-0.0097,-0.0157,0.0475,0
5495259,-0.2320,5.4758,-61.2396,-0.0181,-0.0162,0.0613,0
5495426,-0.2324,5.4767,-61.2399,0.0070,-0.0288,0.0629,0
5495592,-0.2328,5.4773,-61.2394,-0.0089,-0.0039,0.0495,0
5495759,-0.2319,5.4774,-61.2394,-0.0009,-0.0079,0.0465,0
5495926,-0.2324,5.4792,-61.2399,-0.0114,-0.0105,0.0554,0
5496092,-0.2319,5.4782,-61.2399,-0.0122,-0.0228,0.0664,0
5496259,-0.2311,5.4780,-61.2394,-0.0044,-0.0173,0.0537,0
5496426,-0.2312,5.4771,-61.2392,-0.0090,-0.0161,0.0583,0
5496592,-0.2316,5.4763,-61.2397,-0.0168,-0.0055,0.0586,0
5496759,-0.2323,5.4757,-61.2392,0.0007,-0.0137,0.0478,0
5496926,-0.2327,5.4760,-61.2389,0.0019,-0.0105,0.0613,0
5497092,-0.2318,5.4764,-61.2384,-0.0045,-0.0170,0.0566,0
5497259,-0.2319,5.4769,-61.2379,-0.0083,0.0079,0.0379,0
5497426,-0.2325,5.4763,-61.2383,-0.0140,0.0117,0.0600,0
5497592,-0.2324,5.4761,-61.2390,-0.0179,-0.0140,0.0631,0
5497759,-0.2312,5.4752,-61.2403,-0.0126,-0.0313,0.0514,0
5497926,-0.2309,5.4763,-61.2400,-0.0091,-0.0242,0.0501,0
5498092,-0.2316,5.4767,-61.2401,-0.0096,-0.0108,0.0637,0
5498259,-0.2308,5.4779,-61.2403,-0.0043,0.0150,0.0612,0
5498426,-0.2302,5.4768,-61.2402,0.0081,0.0069,0.0624,0
5498592,-0.2306,5.4780,-61.2411,-0.0087,-0.0183,0.0471,0
5498759,-0.2306,5.4778,-61.2407,-0.0082,-0.0284,0.0602,0
5498926,-0.2300,5.4768,-61.2398,-0.0114,-0.0159,0.0549,0
5499092,-0.2291,5.4773,-61.2401,-0.0138,-0.0036,0.0655,0
5499259,-0.2290,5.4777,-61.2409,-0.0054,-0.0143,0.0566,0
5499426,-0.2291,5.4776,-61.2413,-0.0011,-0.0163,0.0389,0
5499592,-0.2303,5.4763,-61.2398,-0.0046,-0.0068,0.0559,0
5499759,-0.2301,5.4766,-61.2400,-0.0094,-0.0215,0.0504,0
5499926,-0.2313,5.4761,-61.2395,-0.0092,-0.0251,0.0537,0
5500092,-0.2318,5.4758,-61.2415,-0.0100,-0.0133,0.0616,0
5500259,-0.2314,5.4762,-61.2407,-0.0005,-0.0214,0.0493,0
5500426,-0.2318,5.4773,-61.2404,-0.0025,-0.0092,0.0583,0
5500592,-0.2322,5.4781,-61.2411,0.0122,-0.0183,0.0511,0
5500759,-0.2315,5.4780,-61.2433,-0.0032,-0.0077,0.0445,0
5500926,-0.2304,5.4777,-61.2430,-0.0188,0.0043,0.0534,0
5501092,-0.2290,5.4784,-61.2434,-0.0101,-0.0273,0.0477,0
5501259,-0.2301,5.4786,-61.2435,-0.0112,-0.0128,0.0415,0
5501426,-0.2307,5.4783,-61.2453,-0.0043,-0.0005,0.0518,0
5501592,-0.2309,5.4793,-61.2441,0.0066,-0.0149,0.0550,0
5501759,-0.2303,5.4782,-61.2452,0.0004,-0.0225,0.0715,0
5501926,-0.2303,5.4800,-61.2450,-0.0049,-0.0122,0.0569,0
5502093,-0.2310,5.4799,-61.2454,-0.0087,-0.0256,0.0573,0
5502259,-0.2314,5.4809,-61.2467,0.0018,-0.0257,0.0482,0
5502426,-0.2321,5.4809,-61.2464,-0.0079,-0.0005,0.0667,0
5502593,-0.2315,5.4810,-61.2456,-0.0031,0.0100,0.0457,0
5502759,-0.2306,5.4805,-61.2457,-0.0212,0.0207,0.0596,0
5502926,-0.2312,5.4800,-61.2444,-0.0147,-0.0107,0.0566,0
5503093,-0.2303,5.4804,-61.2448,0.0054,-0.0560,0.0690,0
5503259,-0.2299,5.4819,-61.2443,-0.0087,-0.0318,0.0488,0
5503426,-0.2300,5.4833,-61.2454,-0.0017,-0.0017,0.0591,0
5503593,-0.2298,5.4839,-61.2452,-0.0010,0.0075,0.0602,0
5503759,-0.2291,5.4854,-61.2437,-0.0112,-0.0059,0.0549,0
5503926,-0.2287,5.4845,-61.2440,-0.0226,-0.0039,0.0657,0
5504093,-0.2292,5.4850,-61.2435,-0.0041,-0.0190,0.0378,0
5504259,-0.2285,5.4848,-61.2435,-0.0020,-0.0328,0.0732,0
5504426,-0.2287,5.4868,-61.2438,-0.0047,-0.0252,0.0428,0
5504593,-0.2275,5.4843,-61.2456,0.0024,-0.0231,0.1000,0
5504759,-0.2279,5.4866,-61.2457,-0.0256,0.0095,0.0433,0
5504926,-0.2281,5.4896,-61.2459,0.0038,-0.0303,0.0615,0
5505093,-0.2279,5.4889,-61.2449,0.0094,-0.0328,0.0242,0
5505259,-0.2288,5.4916,-61.2454,0.0019,-0.0099,0.0576,0
5505426,-0.2279,5.4916,-61.2449,-0.0078,-0.0027,0.0675,0
5505593,-0.2297,5.4935,-61.2453,-0.0169,-0.0089,0.0564,0
5505759,-0.2298,5.4933,-61.2460,-0.0258,-0.0184,0.0289,0
5505926,-0.2305,5.4922,-61.2468,-0.0147,-0.0298,0.0633,0
5506093,-0.2301,5.4918,-61.2480,0.0021,-0.0163,0.0526,0
5506259,-0.2305,5.4930,-61.2483,0.0197,-0.0173,0.0315,0
5506426,-0.2302,5.4930,-61.2485,0.0054,0.0095,0.0619,0
5506593,-0.2309,5.4935,-61.2488,-0.0038,-0.0073,0.0278,0
5506759,-0.2306,5.4934,-61.2483,-0.0223,-0.0175,0.0567,0
5506926,-0.2302,5.4927,-61.2485,-0.0261,-0.0162,0.0425,0
5507093,-0.2298,5.4932,-61.2479,-0.0179,-0.0182,0.0584,0
5507259,-0.2273,5.4925,-61.2476,0.0166,-0.0341,0.0596,0
5507426,-0.2265,5.4929,-61.2479,0.0114,-0.0291,0.0523,0
5507593,-0.2251,5.4942,-61.2476,0.0079,-0.0280,0.0587,0
5507759,-0.2244,5.4945,-61.2484,-0.0139,-0.0283,0.0613,0
5507926,-0.2246,5.4942,-61.2481,-0.0199,-0.0146,0.0540,0
5508093,-0.2248,5.4940,-61.2489,-0.0125,-0.0110,0.0499,0
5508259,-0.2246,5.4926,-61.2486,0.0108,-0.0217,0.0459,0
5508426,-0.2248,5.4914,-61.2491,-0.0006,-0.0178,0.0566,0
5508593,-0.2242,5.4916,-61.2486,-0.0047,-0.0159,0.0598,0
5508759,-0.2247,5.4928,-61.2485,-0.0245,-0.0068,0.0566,0
5508926,-0.2246,5.4927,-61.2484,-0.0182,-0.0027,0.0506,0
5509093,-0.2235,5.4924,-61.2500,-0.0191,0.0031,0.0515,0
5509259,-0.2235,5.4904,-61.2510,-0.0178,-0.0052,0.0601,0
5509426,-0.2249,5.4897,-61.2518,-0.0046,-0.0142,0.0591,0
5509593,-0.2245,5.4904,-61.2520,-0.0197,-0.0129,0.0410,0
5509759,-0.2231,5.4906,-61.2528,-0.0002,-0.0164,0.0575,0
5509926,-0.2223,5.4904,-61.2530,0.0115,-0.0257,0.0522,0
5510093,-0.2209,5.4924,-61.2535,-0.0018,-0.0180,0.0428,0
5510259,-0.2195,5.4910,-61.2533,-0.0240,-0.0161,0.0731,0
5510426,-0.2189,5.4931,-61.2519,-0.0321,-0.0112,-0.0118,0
5510593,-0.2165,5.4870,-61.2499,-0.0067,-0.0283,0.1014,0
5510759,-0.2160,5.4864,-61.2507,0.0162,0.0053,0.0394,0
5510926,-0.2167,5.4920,-61.2504,0.0426,-0.0197,0.0668,0
5511093,-0.2161,5.4924,-61.2518,-0.0007,-0.0212,0.0456,0
5511259,-0.2149,5.4902,-61.2512,-0.0346,-0.0058,0.0419,0
5511426,-0.2146,5.4876,-61.2516,-0.0600,-0.0138,0.0645,0
5511593,-0.2144,5.4880,-61.2517,-0.0422,-0.0233,0.0415,0
5511759,-0.2152,5.4866,-61.2520,0.0136,-0.0080,0.0586,0
5511926,-0.2145,5.4861,-61.2523,0.0363,-0.0172,0.0644,0
5512093,-0.2144,5.4867,-61.2521,0.0203,-0.0100,0.0636,0
5512259,-0.2147,5.4870,-61.2507,-0.0009,-0.0089,0.0414,0
