DeviceTag: Xsens DOT5D,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 17:06:50.309,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
5671596,-0.2657,5.4842,-61.3515,0.0057,-0.0180,0.0616,0
5671763,-0.2658,5.4841,-61.3515,0.0075,-0.0087,0.0423,0
5671929,-0.2658,5.4841,-61.3525,-0.0011,-0.0143,0.0524,0
5672096,-0.2658,5.4840,-61.3528,-0.0138,-0.0200,0.0421,0
5672263,-0.2661,5.4844,-61.3531,-0.0094,-0.0120,0.0712,0
5672429,-0.2649,5.4833,-61.3514,-0.0194,-0.0149,0.0563,0
5672596,-0.2644,5.4825,-61.3501,0.0101,-0.0135,0.0454,0
5672763,-0.2650,5.4830,-61.3499,0.0149,-0.0015,0.0592,0
5672929,-0.2657,5.4842,-61.3514,0.0315,-0.0064,0.0657,0
5673096,-0.2647,5.4856,-61.3516,0.0050,-0.0213,0.0590,0
5673263,-0.2640,5.4854,-61.3514,-0.0292,-0.0151,0.0663,0
5673429,-0.2637,5.4853,-61.3507,-0.0458,-0.0154,0.0612,0
5673596,-0.2634,5.4857,-61.3512,-0.0093,-0.0172,0.0714,0
5673763,-0.2630,5.4860,-61.3533,0.0193,0.0020,0.0535,0
5673929,-0.2629,5.4870,-61.3536,0.0214,-0.0051,0.0639,0
5674096,-0.2636,5.4872,-61.3549,0.0164,-0.0180,0.0570,0
5674263,-0.2644,5.4890,-61.3563,0.0009,-0.0225,0.0553,0
5674429,-0.2649,5.4897,-61.3579,-0.0328,-0.0081,0.0540,0
5674596,-0.2647,5.4901,-61.3585,-0.0235,-0.0017,0.0584,0
5674763,-0.2641,5.4888,-61.3586,-0.0017,-0.0063,0.0611,0
5674929,-0.2643,5.4868,-61.3589,-0.0010,-0.0186,0.0567,0
5675096,-0.2642,5.4854,-61.3597,0.0083,-0.0216,0.0491,0
5675263,-0.2648,5.4866,-61.3602,0.0234,-0.0154,0.0536,0
5675429,-0.2640,5.4866,-61.3605,0.0077,-0.0106,0.0390,0
5675596,-0.2634,5.4865,-61.3607,-0.0041,-0.0131,0.0532,0
5675763,-0.2637,5.4862,-61.3609,-0.0124,-0.0214,0.0719,0
5675929,-0.2633,5.4873,-61.3607,-0.0190,-0.0403,0.0490,0
5676096,-0.2628,5.4884,-61.3622,-0.0045,0.0045,0.0441,0
5676263,-0.2629,5.4870,-61.3640,0.0150,0.0146,0.0622,0
5676429,-0.2648,5.4872,-61.3648,0.0183,-0.0219,0.0463,0
5676596,-0.2639,5.4872,-61.3651,0.0058,-0.0301,0.0657,0
5676763,-0.2640,5.4870,-61.3646,-0.0004,-0.0041,0.0606,0
5676929,-0.2637,5.4872,-61.3643,-0.0266,-0.0113,0.0676,0
5677096,-0.2604,5.4566,-61.3513,-0.0192,-0.0109,0.0598,0
5677263,-0.2607,5.4563,-61.3518,0.0025,-0.0059,0.0420,0
5677429,-0.2607,5.4562,-61.3521,0.0077,-0.0119,0.0737,0
5677596,-0.2605,5.4550,-61.3516,0.0024,-0.0059,0.0570,0
5677763,-0.2598,5.4537,-61.3518,-0.0089,-0.0254,0.0480,0
5677929,-0.2598,5.4559,-61.3517,-0.0169,-0.0082,0.0550,0
5678096,-0.2604,5.4558,-61.3513,-0.0135,-0.0078,0.0682,0
5678263,-0.2606,5.4552,-61.3512,-0.0009,0.0075,0.0640,0
5678429,-0.2608,5.4550,-61.3505,-0.0045,0.0011,0.0834,0
5678596,-0.2605,5.4536,-61.3494,-0.0187,-0.0297,0.0675,0
5678763,-0.2606,5.4541,-61.3487,-0.0150,-0.0005,0.0451,0
5678929,-0.2610,5.4538,-61.3489,0.0167,-0.0022,0.0593,0
5679096,-0.2609,5.4533,-61.3495,0.0092,-0.0102,0.0612,0
5679263,-0.2602,5.4535,-61.3500,-0.0134,-0.0132,0.0502,0
5679429,-0.2595,5.4535,-61.3504,-0.0024,-0.0100,0.0573,0
5679596,-0.2600,5.4538,-61.3503,-0.0240,-0.0078,0.0618,0
5679763,-0.2592,5.4531,-61.3495,-0.0018,-0.0204,0.0555,0
5679929,-0.2599,5.4533,-61.3495,0.0075,-0.0243,0.0572,0
5680096,-0.2598,5.4536,-61.3490,0.0102,0.0027,0.0539,0
5680263,-0.2602,5.4535,-61.3484,0.0089,-0.0130,0.0663,0
5680429,-0.2598,5.4520,-61.3479,-0.0067,-0.0145,0.0534,0
5680596,-0.2597,5.4525,-61.3479,-0.0120,-0.0135,0.0472,0
5680763,-0.2593,5.4525,-61.3491,-0.0252,-0.0150,0.0612,0
5680929,-0.2593,5.4520,-61.3497,-0.0203,0.0012,0.0510,0
5681096,-0.2604,5.4532,-61.3490,-0.0107,-0.0024,0.0686,0
5681263,-0.2604,5.4525,-61.3493,0.0057,-0.0171,0.0494,0
5681429,-0.2597,5.4517,-61.3495,0.0085,-0.0132,0.0553,0
5681596,-0.2598,5.4520,-61.3493,0.0073,0.0006,0.0498,0
5681763,-0.2583,5.4528,-61.3482,-0.0019,0.0058,0.0513,0
5681929,-0.2579,5.4528,-61.3476,-0.0144,-0.0126,0.0422,0
5682096,-0.2590,5.4524,-61.3472,-0.0080,-0.0182,0.0479,0
5682263,-0.2590,5.4534,-61.3477,-0.0082,-0.0314,0.0561,0
5682429,-0.2587,5.4546,-61.3487,-0.0162,-0.0224,0.0706,0
5682596,-0.2568,5.4546,-61.3490,0.0088,-0.0140,0.0549,0
5682763,-0.2570,5.4538,-61.3495,0.0099,0.0059,0.0592,0
5682929,-0.2576,5.4535,-61.3492,-0.0007,-0.0034,0.0510,0
5683096,-0.2573,5.4542,-61.3505,0.0051,-0.0283,0.0567,0
5683263,-0.2572,5.4538,-61.3504,-0.0069,-0.0077,0.0563,0
5683429,-0.2575,5.4542,-61.3501,-0.0174,0.0001,0.0531,0
5683596,-0.2561,5.4540,-61.3499,-0.0007,-0.0105,0.0550,0
5683763,-0.2546,5.4535,-61.3496,0.0094,0.0133,0.0471,0
5683929,-0.2552,5.4526,-61.3498,-0.0022,-0.0146,0.0527,0
5684096,-0.2567,5.4529,-61.3500,0.0021,-0.0232,0.0620,0
5684263,-0.2568,5.4525,-61.3492,-0.0073,-0.0045,0.0522,0
5684429,-0.2568,5.4524,-61.3485,-0.0043,0.0024,0.0485,0
5684596,-0.2582,5.4515,-61.3483,0.0141,-0.0113,0.0519,0
5684763,-0.2582,5.4515,-61.3492,0.0066,-0.0128,0.0513,0
5684929,-0.2574,5.4500,-61.3485,-0.0076,-0.0225,0.0546,0
5685096,-0.2575,5.4496,-61.3482,-0.0137,-0.0149,0.0498,0
5685263,-0.2575,5.4491,-61.3475,-0.0210,-0.0035,0.0628,0
5685430,-0.2571,5.4478,-61.3474,0.0048,-0.0148,0.0426,0
5685596,-0.2566,5.4482,-61.3483,-0.0003,0.0020,0.0611,0
5685763,-0.2577,5.4475,-61.3495,0.0066,-0.0071,0.0539,0
5685930,-0.2566,5.4466,-61.3499,-0.0005,-0.0264,0.0503,0
5686096,-0.2572,5.4464,-61.3498,-0.0218,-0.0272,0.0570,0
5686263,-0.2586,5.4476,-61.3498,-0.0103,-0.0041,0.0510,0
5686430,-0.2576,5.4459,-61.3504,-0.0065,-0.0043,0.0608,0
5686596,-0.2578,5.4452,-61.3507,-0.0038,-0.0111,0.0492,0
5686763,-0.2585,5.4474,-61.3519,0.0041,-0.0214,0.0711,0
5686930,-0.2580,5.4476,-61.3524,-0.0066,-0.0023,0.0567,0
5687096,-0.2576,5.4473,-61.3521,-0.0081,-0.0024,0.0505,0
5687263,-0.2593,5.4489,-61.3525,-0.0061,0.0176,0.0452,0
5687430,-0.2606,5.4481,-61.3531,-0.0084,0.0002,0.0546,0
5687596,-0.2598,5.4489,-61.3542,0.0037,-0.0207,0.0552,0
5687763,-0.2593,5.4483,-61.3534,0.0027,-0.0181,0.0561,0
5687930,-0.2591,5.4495,-61.3528,0.0190,-0.0219,0.0667,0
5688096,-0.2598,5.4487,-61.3521,0.0093,0.0022,0.0552,0
5688263,-0.2593,5.4483,-61.3508,-0.0089,0.0252,0.0405,0
5688430,-0.2584,5.4479,-61.3507,-0.0061,0.0077,0.0600,0
5688596,-0.2595,5.4476,-61.3513,-0.0290,-0.0240,0.0522,0
5688763,-0.2589,5.4464,-61.3503,-0.0035,-0.0433,0.0477,0
5688930,-0.2578,5.4468,-61.3502,0.0015,-0.0376,0.0584,0
5689096,-0.2580,5.4468,-61.3508,0.0001,-0.0078,0.0517,0
5689263,-0.2573,5.4476,-61.3504,0.0131,-0.0047,0.0622,0
5689430,-0.2572,5.4490,-61.3512,-0.0054,-0.0044,0.0441,0
5689596,-0.2576,5.4512,-61.3518,-0.0002,-0.0305,0.0544,0
5689763,-0.2567,5.4519,-61.3523,-0.0003,-0.0190,0.0579,0
5689930,-0.2569,5.4516,-61.3526,-0.0051,0.0052,0.0278,0
5690096,-0.2567,5.4510,-61.3528,-0.0015,0.0364,0.0564,0
5690263,-0.2562,5.4509,-61.3536,0.0066,-0.0077,0.0381,0
5690430,-0.2552,5.4517,-61.3541,0.0156,-0.0265,0.0540,0
5690596,-0.2550,5.4511,-61.3542,-0.0038,-0.0210,0.0392,0
5690763,-0.2547,5.4509,-61.3534,-0.0064,-0.0121,0.0565,0
5690930,-0.2545,5.4517,-61.3520,-0.0189,0.0108,0.0440,0
5691096,-0.2547,5.4512,-61.3527,-0.0052,0.0083,0.0716,0
5691263,-0.2542,5.4510,-61.3537,0.0169,0.0012,0.0423,0
5691430,-0.2549,5.4512,-61.3539,0.0076,-0.0081,0.0535,0
5691596,-0.2538,5.4492,-61.3535,0.0084,-0.0339,0.0452,0
5691763,-0.2557,5.4497,-61.3535,-0.0058,-0.0232,0.0633,0
5691930,-0.2562,5.4505,-61.3535,-0.0115,0.0032,0.0572,0
5692096,-0.2559,5.4500,-61.3542,-0.0225,0.0032,0.0589,0
5692263,-0.2563,5.4491,-61.3535,-0.0043,-0.0222,0.0661,0
5692430,-0.2570,5.4499,-61.3538,-0.0015,-0.0299,0.0423,0
5692596,-0.2576,5.4510,-61.3543,0.0199,-0.0205,0.0649,0
5692763,-0.2581,5.4513,-61.3550,-0.0120,0.0126,0.0613,0
5692930,-0.2579,5.4515,-61.3562,-0.0158,0.0134,0.0651,0
5693096,-0.2587,5.4510,-61.3569,-0.0058,-0.0218,0.0518,0
5693263,-0.2575,5.4500,-61.3561,-0.0028,-0.0215,0.0670,0
5693430,-0.2564,5.4497,-61.3562,-0.0063,-0.0191,0.0644,0
5693596,-0.2569,5.4506,-61.3555,0.0061,-0.0083,0.0401,0
5693763,-0.2562,5.4512,-61.3558,0.0060,-0.0215,0.0702,0
5693930,-0.2569,5.4519,-61.3556,-0.0077,-0.0027,0.0562,0
5694096,-0.2566,5.4534,-61.3565,-0.0093,-0.0016,0.0528,0
5694263,-0.2558,5.4524,-61.3577,-0.0057,-0.0120,0.0556,0
5694430,-0.2565,5.4530,-61.3586,-0.0051,-0.0084,0.0504,0
5694596,-0.2572,5.4528,-61.3592,0.0082,-0.0073,0.0563,0
5694763,-0.2578,5.4517,-61.3598,0.0067,-0.0069,0.0680,0
5694930,-0.2582,5.4515,-61.3604,0.0011,-0.0008,0.0647,0
5695096,-0.2597,5.4507,-61.3604,-0.0175,-0.0056,0.0617,0
5695263,-0.2591,5.4492,-61.3606,-0.0164,-0.0134,0.0455,0
5695430,-0.2594,5.4482,-61.3597,-0.0159,-0.0228,0.0607,0
5695596,-0.2601,5.4482,-61.3605,0.0099,-0.0391,0.0687,0
5695763,-0.2607,5.4491,-61.3615,0.0217,-0.0303,0.0615,0
5695930,-0.2611,5.4485,-61.3622,0.0111,0.0106,0.0682,0
5696096,-0.2604,5.4494,-61.3604,-0.0055,-0.0019,0.0535,0
5696263,-0.2601,5.4484,-61.3600,-0.0163,-0.0118,0.0583,0
5696430,-0.2600,5.4472,-61.3599,-0.0047,-0.0141,0.0569,0
5696596,-0.2596,5.4479,-61.3606,0.0045,-0.0321,0.0568,0
5696763,-0.2603,5.4482,-61.3613,-0.0008,-0.0077,0.0599,0
5696930,-0.2603,5.4482,-61.3622,0.0175,0.0038,0.0546,0
5697096,-0.2645,5.4552,-61.3598,0.0106,0.0017,0.0767,0
5697263,-0.2641,5.4547,-61.3602,-0.0056,-0.0067,0.0680,0
5697430,-0.2647,5.4550,-61.3607,-0.0166,-0.0168,0.0511,0
5697596,-0.2643,5.4537,-61.3597,-0.0218,-0.0015,0.0675,0
5697763,-0.2637,5.4530,-61.3611,-0.0034,-0.0051,0.0566,0
5697930,-0.2635,5.4513,-61.3605,0.0117,-0.0124,0.0600,0
5698096,-0.2646,5.4513,-61.3604,0.0088,-0.0134,0.0365,0
5698263,-0.2650,5.4505,-61.3594,0.0009,-0.0047,0.0659,0
5698430,-0.2647,5.4510,-61.3600,-0.0021,-0.0094,0.0499,0
5698596,-0.2634,5.4496,-61.3598,-0.0170,0.0064,0.0528,0
5698763,-0.2631,5.4488,-61.3593,-0.0144,-0.0075,0.0541,0
5698930,-0.2618,5.4483,-61.3594,-0.0002,-0.0058,0.0445,0
5699096,-0.2627,5.4490,-61.3590,0.0045,-0.0097,0.0670,0
5699263,-0.2629,5.4502,-61.3595,0.0073,-0.0080,0.0503,0
5699430,-0.2629,5.4516,-61.3596,0.0106,0.0027,0.0579,0
5699596,-0.2629,5.4510,-61.3587,-0.0208,0.0001,0.0680,0
5699763,-0.2622,5.4505,-61.3588,-0.0099,-0.0188,0.0625,0
5699930,-0.2630,5.4513,-61.3590,-0.0222,-0.0270,0.0557,0
5700096,-0.2640,5.4520,-61.3587,-0.0120,0.0134,0.0569,0
5700263,-0.2642,5.4517,-61.3581,-0.0001,-0.0090,0.0497,0
5700430,-0.2644,5.4508,-61.3578,0.0159,-0.0119,0.0590,0
5700596,-0.2641,5.4511,-61.3588,0.0029,-0.0081,0.0458,0
5700763,-0.2632,5.4529,-61.3583,0.0004,-0.0080,0.0678,0
5700930,-0.2618,5.4542,-61.3593,-0.0025,-0.0163,0.0583,0
5701096,-0.2617,5.4543,-61.3605,-0.0209,-0.0016,0.0545,0
5701263,-0.2614,5.4543,-61.3621,-0.0070,-0.0026,0.0442,0
5701430,-0.2613,5.4552,-61.3631,-0.0127,-0.0070,0.0551,0
5701596,-0.2614,5.4538,-61.3628,0.0050,-0.0191,0.0396,0
5701763,-0.2610,5.4537,-61.3635,0.0062,-0.0164,0.0620,0
5701930,-0.2619,5.4542,-61.3637,-0.0076,-0.0089,0.0578,0
5702097,-0.2623,5.4538,-61.3630,-0.0103,0.0047,0.0423,0
5702263,-0.2617,5.4537,-61.3626,-0.0019,-0.0092,0.0569,0
5702430,-0.2624,5.4540,-61.3616,-0.0092,-0.0184,0.0649,0
5702597,-0.2621,5.4541,-61.3620,0.0035,-0.0036,0.0453,0
5702763,-0.2626,5.4542,-61.3616,-0.0065,0.0057,0.0417,0
5702930,-0.2612,5.4545,-61.3618,-0.0062,-0.0213,0.0656,0
5703097,-0.2597,5.4540,-61.3616,-0.0081,-0.0250,0.0567,0
5703263,-0.2591,5.4534,-61.3624,-0.0106,-0.0244,0.0664,0
5703430,-0.2577,5.4546,-61.3616,-0.0087,0.0078,0.0408,0
5703597,-0.2578,5.4548,-61.3615,-0.0017,-0.0015,0.0709,0
5703763,-0.2576,5.4546,-61.3613,0.0118,-0.0013,0.0624,0
5703930,-0.2570,5.4541,-61.3614,0.0053,-0.0240,0.0430,0
5704097,-0.2553,5.4543,-61.3601,-0.0008,-0.0227,0.0503,0
5704263,-0.2561,5.4551,-61.3601,-0.0077,-0.0283,0.0584,0
5704430,-0.2554,5.4547,-61.3596,-0.0155,0.0000,0.0449,0
5704597,-0.2556,5.4561,-61.3601,0.0024,-0.0080,0.0575,0
5704763,-0.2551,5.4556,-61.3604,0.0048,-0.0115,0.0436,0
5704930,-0.2544,5.4542,-61.3602,0.0006,0.0041,0.0546,0
5705097,-0.2548,5.4538,-61.3598,0.0050,-0.0249,0.0451,0
5705263,-0.2562,5.4541,-61.3598,-0.0094,-0.0142,0.0511,0
5705430,-0.2568,5.4538,-61.3603,-0.0110,-0.0015,0.0732,0
5705597,-0.2561,5.4528,-61.3609,-0.0221,-0.0035,0.0620,0
5705763,-0.2561,5.4532,-61.3610,0.0004,-0.0111,0.0618,0
5705930,-0.2557,5.4517,-61.3612,0.0105,-0.0294,0.0574,0
5706097,-0.2560,5.4520,-61.3609,0.0206,-0.0133,0.0559,0
5706263,-0.2559,5.4530,-61.3617,0.0050,-0.0157,0.0562,0
5706430,-0.2564,5.4538,-61.3623,-0.0034,0.0024,0.0502,0
5706597,-0.2571,5.4526,-61.3617,-0.0129,-0.0105,0.0525,0
5706763,-0.2574,5.4539,-61.3612,-0.0100,-0.0160,0.0470,0
5706930,-0.2585,5.4542,-61.3620,-0.0036,-0.0094,0.0507,0
5707097,-0.2589,5.4514,-61.3627,-0.0045,-0.0092,0.0722,0
5707263,-0.2597,5.4507,-61.3632,0.0174,-0.0144,0.0529,0
5707430,-0.2599,5.4505,-61.3634,-0.0058,-0.0212,0.0519,0
5707597,-0.2600,5.4507,-61.3635,-0.0014,-0.0206,0.0538,0
5707763,-0.2605,5.4525,-61.3640,-0.0112,-0.0217,0.0464,0
5707930,-0.2600,5.4532,-61.3636,-0.0115,0.0047,0.0637,0
5708097,-0.2601,5.4530,-61.3647,-0.0078,0.0280,0.0591,0
5708263,-0.2597,5.4520,-61.3650,0.0085,-0.0040,0.0549,0
5708430,-0.2600,5.4523,-61.3658,0.0128,-0.0375,0.0574,0
5708597,-0.2610,5.4521,-61.3658,0.0048,-0.0113,0.0596,0
5708763,-0.2615,5.4517,-61.3655,-0.0149,0.0033,0.0616,0
5708930,-0.2609,5.4539,-61.3664,-0.0062,0.0050,0.0667,0
5709097,-0.2614,5.4548,-61.3669,-0.0065,-0.0292,0.0465,0
5709263,-0.2606,5.4548,-61.3669,-0.0058,-0.0314,0.0486,0
5709430,-0.2588,5.4552,-61.3674,-0.0063,-0.0097,0.0618,0
5709597,-0.2580,5.4538,-61.3668,0.0041,-0.0034,0.0606,0
5709763,-0.2576,5.4534,-61.3673,0.0082,-0.0105,0.0472,0
5709930,-0.2575,5.4542,-61.3674,0.0042,-0.0063,0.0735,0
5710097,-0.2588,5.4551,-61.3668,0.0054,-0.0279,0.0618,0
5710263,-0.2589,5.4553,-61.3663,0.0059,-0.0166,0.0535,0
5710430,-0.2589,5.4558,-61.3667,-0.0167,-0.0023,0.0539,0
5710597,-0.2590,5.4564,-61.3673,-0.0214,-0.0011,0.0516,0
5710763,-0.2586,5.4573,-61.3686,-0.0154,-0.0109,0.0495,0
5710930,-0.2581,5.4595,-61.3703,0.0140,-0.0268,0.0732,0
5711097,-0.2590,5.4599,-61.3706,0.0107,-0.0001,0.0669,0
5711263,-0.2581,5.4593,-61.3709,0.0055,0.0051,0.0641,0
5711430,-0.2577,5.4570,-61.3712,-0.0092,0.0073,0.0682,0
5711597,-0.2578,5.4567,-61.3702,-0.0191,-0.0080,0.0704,0
5711763,-0.2580,5.4558,-61.3704,-0.0167,-0.0312,0.0681,0
5711930,-0.2561,5.4559,-61.3713,-0.0074,-0.0320,0.0509,0
5712097,-0.2567,5.4566,-61.3716,0.0053,-0.0098,0.0598,0
5712263,-0.2564,5.4564,-61.3719,-0.0025,0.0272,0.0458,0
5712430,-0.2556,5.4565,-61.3719,0.0088,0.0009,0.0701,0
5712597,-0.2552,5.4553,-61.3724,-0.0095,-0.0227,0.0657,0
5712763,-0.2555,5.4556,-61.3735,-0.0142,-0.0292,0.0486,0
5712930,-0.2548,5.4552,-61.3731,-0.0209,0.0039,0.0594,0
5713097,-0.2541,5.4558,-61.3726,-0.0061,-0.0179,0.0485,0
5713263,-0.2547,5.4541,-61.3723,-0.0036,-0.0086,0.0703,0
5713430,-0.2559,5.4529,-61.3713,-0.0018,-0.0142,0.0501,0
5713597,-0.2560,5.4514,-61.3713,0.0051,-0.0189,0.0392,0
5713763,-0.2556,5.4509,-61.3712,-0.0054,-0.0113,0.0467,0
5713930,-0.2552,5.4512,-61.3712,-0.0132,-0.0023,0.0695,0
5714097,-0.2560,5.4500,-61.3714,-0.0122,-0.0039,0.0576,0
5714263,-0.2551,5.4491,-61.3721,-0.0042,-0.0109,0.0656,0
5714430,-0.2562,5.4509,-61.3713,-0.0002,-0.0182,0.0531,0
5714597,-0.2555,5.4502,-61.3711,-0.0027,-0.0111,0.0564,0
5714763,-0.2565,5.4500,-61.3712,-0.0008,-0.0081,0.0471,0
5714930,-0.2570,5.4504,-61.3723,0.0062,-0.0097,0.0559,0
5715097,-0.2551,5.4512,-61.3719,-0.0063,-0.0232,0.0542,0
5715263,-0.2554,5.4529,-61.3718,-0.0013,-0.0216,0.0541,0
5715430,-0.2555,5.4527,-61.3722,0.0029,-0.0093,0.0507,0
5715597,-0.2543,5.4537,-61.3726,0.0012,-0.0076,0.0423,0
5715763,-0.2544,5.4541,-61.3726,-0.0019,-0.0078,0.0497,0
5715930,-0.2545,5.4544,-61.3734,-0.0053,-0.0129,0.0568,0
5716097,-0.2534,5.4543,-61.3736,-0.0144,-0.0274,0.0497,0
5716263,-0.2537,5.4538,-61.3733,-0.0029,-0.0237,0.0625,0
5716430,-0.2546,5.4535,-61.3730,-0.0141,-0.0189,0.0404,0
5716597,-0.2540,5.4549,-61.3730,-0.0048,-0.0096,0.0499,0
5716763,-0.2539,5.4544,-61.3725,-0.0015,-0.0036,0.0675,0
5716930,-0.2528,5.4537,-61.3727,-0.0115,-0.0011,0.0671,0
5717097,-0.2623,5.4524,-61.3712,0.0087,-0.0062,0.0542,0
5717263,-0.2619,5.4513,-61.3709,0.0004,-0.0265,0.0560,0
5717430,-0.2616,5.4514,-61.3705,-0.0108,-0.0099,0.0497,0
5717597,-0.2609,5.4521,-61.3703,-0.0130,0.0065,0.0539,0
5717763,-0.2618,5.4509,-61.3711,-0.0076,0.0065,0.0606,0
5717930,-0.2631,5.4498,-61.3714,0.0129,-0.0202,0.0593,0
5718097,-0.2626,5.4501,-61.3716,0.0072,-0.0489,0.0626,0
5718263,-0.2624,5.4510,-61.3709,0.0098,-0.0121,0.0504,0
5718430,-0.2625,5.4510,-61.3701,0.0001,0.0064,0.0522,0
5718597,-0.2631,5.4504,-61.3689,-0.0043,-0.0015,0.0623,0
5718764,-0.2646,5.4517,-61.3684,-0.0164,-0.0118,0.0410,0
5718930,-0.2649,5.4510,-61.3677,-0.0027,-0.0266,0.0472,0
5719097,-0.2636,5.4511,-61.3680,-0.0073,-0.0090,0.0555,0
5719264,-0.2645,5.4516,-61.3690,-0.0031,0.0120,0.0449,0
5719430,-0.2656,5.4504,-61.3690,0.0041,0.0003,0.0632,0
5719597,-0.2653,5.4497,-61.3687,0.0157,-0.0110,0.0561,0
5719764,-0.2657,5.4497,-61.3693,-0.0038,-0.0184,0.0595,0
5719930,-0.2659,5.4496,-61.3696,0.0059,-0.0059,0.0593,0
5720097,-0.2646,5.4502,-61.3687,-0.0114,-0.0030,0.0599,0
5720264,-0.2636,5.4496,-61.3693,0.0030,-0.0144,0.0518,0
5720430,-0.2644,5.4493,-61.3697,-0.0002,-0.0161,0.0426,0
5720597,-0.2649,5.4493,-61.3693,0.0180,-0.0193,0.0616,0
5720764,-0.2655,5.4491,-61.3696,0.0027,-0.0011,0.0582,0
5720930,-0.2642,5.4493,-61.3680,0.0064,-0.0050,0.0481,0
5721097,-0.2634,5.4481,-61.3679,0.0014,-0.0054,0.0634,0
5721264,-0.2635,5.4483,-61.3679,-0.0028,-0.0106,0.0816,0
5721430,-0.2633,5.4482,-61.3675,-0.0008,-0.0068,0.0408,0
5721597,-0.2632,5.4480,-61.3678,-0.0001,-0.0082,0.0632,0
5721764,-0.2630,5.4487,-61.3686,-0.0059,-0.0136,0.0658,0
5721930,-0.2628,5.4508,-61.3697,-0.0028,-0.0080,0.0524,0
5722097,-0.2634,5.4506,-61.3694,-0.0007,-0.0196,0.0628,0
5722264,-0.2635,5.4519,-61.3685,-0.0058,-0.0258,0.0660,0
5722430,-0.2635,5.4520,-61.3683,0.0040,-0.0153,0.0732,0
5722597,-0.2634,5.4517,-61.3682,0.0215,-0.0102,0.0542,0
5722764,-0.2631,5.4514,-61.3681,0.0011,-0.0057,0.0706,0
5722930,-0.2628,5.4523,-61.3681,-0.0017,-0.0002,0.0512,0
5723097,-0.2613,5.4527,-61.3691,-0.0041,-0.0128,0.0610,0
5723264,-0.2604,5.4523,-61.3685,0.0033,-0.0201,0.0511,0
5723430,-0.2621,5.4524,-61.3676,-0.0043,-0.0070,0.0586,0
5723597,-0.2621,5.4518,-61.3672,-0.0035,-0.0051,0.0562,0
5723764,-0.2618,5.4523,-61.3668,0.0000,-0.0007,0.0556,0
5723930,-0.2619,5.4514,-61.3660,-0.0006,-0.0075,0.0595,0
5724097,-0.2614,5.4509,-61.3665,-0.0001,-0.0236,0.0464,0
5724264,-0.2616,5.4503,-61.3669,-0.0098,-0.0188,0.0643,0
5724430,-0.2622,5.4508,-61.3664,-0.0107,-0.0180,0.0526,0
5724597,-0.2620,5.4509,-61.3668,-0.0019,0.0022,0.0587,0
5724764,-0.2614,5.4519,-61.3666,-0.0098,-0.0192,0.0606,0
5724930,-0.2614,5.4524,-61.3669,-0.0004,-0.0259,0.0494,0
5725097,-0.2609,5.4531,-61.3670,0.0020,-0.0247,0.0391,0
5725264,-0.2609,5.4535,-61.3673,-0.0034,-0.0043,0.0651,0
5725430,-0.2604,5.4536,-61.3679,-0.0148,0.0121,0.0538,0
5725597,-0.2602,5.4526,-61.3674,-0.0167,-0.0030,0.0561,0
5725764,-0.2588,5.4522,-61.3675,-0.0057,-0.0197,0.0642,0
5725930,-0.2585,5.4520,-61.3684,0.0017,-0.0240,0.0526,0
5726097,-0.2584,5.4522,-61.3684,0.0051,-0.0068,0.0464,0
5726264,-0.2587,5.4520,-61.3679,0.0068,-0.0076,0.0640,0
5726430,-0.2585,5.4521,-61.3675,0.0131,-0.0169,0.0422,0
5726597,-0.2583,5.4524,-61.3683,-0.0023,-0.0064,0.0392,0
5726764,-0.2595,5.4524,-61.3682,-0.0122,-0.0058,0.0479,0
5726930,-0.2595,5.4526,-61.3687,-0.0098,-0.0135,0.0641,0
5727097,-0.2584,5.4532,-61.3687,-0.0028,-0.0096,0.0738,0
5727264,-0.2591,5.4536,-61.3693,0.0153,-0.0181,0.0692,0
5727430,-0.2600,5.4540,-61.3695,-0.0055,-0.0102,0.0549,0
5727597,-0.2594,5.4538,-61.3693,-0.0035,-0.0218,0.0465,0
5727764,-0.2599,5.4539,-61.3702,-0.0054,-0.0191,0.0629,0
5727930,-0.2602,5.4541,-61.3701,-0.0123,-0.0093,0.0408,0
5728097,-0.2600,5.4542,-61.3697,0.0056,-0.0210,0.0526,0
5728264,-0.2584,5.4548,-61.3701,-0.0116,-0.0085,0.0519,0
5728430,-0.2574,5.4543,-61.3711,0.0061,-0.0124,0.0727,0
5728597,-0.2564,5.4536,-61.3703,0.0068,-0.0003,0.0410,0
5728764,-0.2561,5.4527,-61.3706,-0.0017,-0.0051,0.0602,0
5728930,-0.2556,5.4517,-61.3700,0.0059,-0.0143,0.0532,0
5729097,-0.2554,5.4505,-61.3693,-0.0080,-0.0239,0.0647,0
5729264,-0.2556,5.4513,-61.3689,-0.0235,-0.0037,0.0372,0
5729430,-0.2554,5.4503,-61.3695,-0.0140,0.0008,0.0474,0
5729597,-0.2563,5.4500,-61.3697,0.0011,0.0008,0.0556,0
