DeviceTag: Xsens DOT5D,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 11:40:51.156,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1629914,0.1643,0.0160,-0.0094,0.9862,-0.7677,-1.9829,161.0930,0.1576,0.0077,0.0724,0
1630081,0.1645,0.0160,-0.0095,0.9862,-0.7684,-1.9877,161.0771,0.1484,-0.0072,0.0703,0
1630247,0.1646,0.0160,-0.0095,0.9862,-0.7684,-1.9922,161.0633,0.1633,-0.0126,0.0725,0
1630414,0.1647,0.0161,-0.0095,0.9862,-0.7691,-1.9961,161.0487,0.1616,-0.0227,0.0759,0
1630581,0.1648,0.0161,-0.0095,0.9861,-0.7679,-2.0006,161.0350,0.1477,-0.0161,0.0609,0
1630747,0.1605,0.0072,-0.0098,0.9870,-0.9774,-0.9961,161.5404,-0.0183,0.0040,0.0840,0
1630914,0.1605,0.0072,-0.0098,0.9870,-0.9778,-0.9955,161.5341,0.0168,-0.0043,0.0710,0
1631081,0.1606,0.0072,-0.0098,0.9870,-0.9771,-0.9961,161.5287,0.0225,-0.0173,0.0511,0
1631247,0.1606,0.0072,-0.0098,0.9869,-0.9768,-0.9955,161.5235,0.0082,-0.0233,0.0686,0
1631414,0.1606,0.0072,-0.0098,0.9869,-0.9768,-0.9957,161.5191,0.0187,-0.0328,0.0728,0
1631581,0.1607,0.0072,-0.0098,0.9869,-0.9780,-0.9968,161.5155,-0.0188,-0.0105,0.0705,0
1631747,0.1607,0.0072,-0.0098,0.9869,-0.9794,-0.9971,161.5145,-0.0111,0.0038,0.0730,0
1631914,0.1607,0.0072,-0.0098,0.9869,-0.9794,-0.9969,161.5140,-0.0222,0.0143,0.0647,0
1632081,0.1607,0.0072,-0.0098,0.9869,-0.9750,-0.9991,161.5142,0.0081,0.0693,-0.0077,0
1632247,0.1607,0.0072,-0.0098,0.9869,-0.9739,-0.9974,161.5148,0.0319,-0.0695,0.1474,0
1632414,0.1607,0.0072,-0.0098,0.9869,-0.9772,-0.9987,161.5157,-0.0105,0.0090,0.0508,0
1632581,0.1604,0.0072,-0.0098,0.9870,-0.9777,-1.0004,161.5486,-0.0210,0.0265,0.0721,0
1632747,0.1603,0.0072,-0.0098,0.9870,-0.9776,-1.0002,161.5580,0.0076,-0.0059,0.0837,0
1632914,0.1603,0.0073,-0.0098,0.9870,-0.9807,-1.0015,161.5627,0.0230,-0.0210,0.0524,0
1633081,0.1602,0.0073,-0.0099,0.9870,-0.9814,-1.0037,161.5686,0.0460,-0.0248,0.0994,0
1633247,0.1602,0.0073,-0.0099,0.9870,-0.9813,-1.0045,161.5752,-0.0129,0.0120,0.0392,0
1633414,0.1601,0.0073,-0.0099,0.9870,-0.9818,-1.0042,161.5812,0.0024,-0.0206,0.0780,0
1633581,0.1600,0.0073,-0.0099,0.9870,-0.9831,-1.0049,161.5886,0.0026,-0.0127,0.0553,0
1633747,0.1600,0.0073,-0.0099,0.9870,-0.9835,-1.0062,161.5940,0.0109,0.0080,0.0834,0
1633914,0.1599,0.0073,-0.0099,0.9870,-0.9833,-1.0059,161.5994,0.0183,0.0184,0.0851,0
1634081,0.1599,0.0073,-0.0099,0.9871,-0.9838,-1.0068,161.6066,0.0117,0.0046,0.0820,0
1634247,0.1598,0.0073,-0.0099,0.9871,-0.9845,-1.0063,161.6115,0.0097,-0.0181,0.0754,0
1634414,0.1598,0.0073,-0.0099,0.9871,-0.9854,-1.0070,161.6160,-0.0141,-0.0109,0.0573,0
1634581,0.1598,0.0073,-0.0099,0.9871,-0.9848,-1.0079,161.6215,-0.0063,0.0101,0.0695,0
1634747,0.1597,0.0073,-0.0099,0.9871,-0.9830,-1.0061,161.6276,-0.0209,0.0111,0.0193,0
1634914,0.1597,0.0073,-0.0099,0.9871,-0.9825,-1.0066,161.6319,0.0331,-0.0272,0.1147,0
1635081,0.1596,0.0073,-0.0099,0.9871,-0.9832,-1.0070,161.6354,0.0162,0.0162,0.0499,0
1635247,0.1596,0.0073,-0.0099,0.9871,-0.9847,-1.0072,161.6410,0.0230,0.0017,0.0899,0
1635414,0.1595,0.0073,-0.0099,0.9871,-0.9865,-1.0085,161.6466,0.0005,0.0074,0.0697,0
1635581,0.1595,0.0073,-0.0099,0.9871,-0.9852,-1.0092,161.6498,-0.0218,-0.0005,0.0747,0
1635747,0.1595,0.0073,-0.0099,0.9871,-0.9847,-1.0088,161.6549,-0.0059,-0.0168,0.0530,0
1635914,0.1594,0.0073,-0.0099,0.9871,-0.9841,-1.0092,161.6603,-0.0018,-0.0193,0.0737,0
1636081,0.1594,0.0073,-0.0099,0.9871,-0.9840,-1.0091,161.6660,-0.0172,0.0040,0.0403,0
