DeviceTag: Movella DOT0,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 11:40:51.220,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
41285488,0.0144,-0.0046,-0.0000,-0.9999,-0.0035,-0.5291,-178.3473,0.0036,0.0599,0.0016,0
41285654,0.0144,-0.0046,-0.0000,-0.9999,-0.0019,-0.5306,-178.3501,0.0446,0.0439,0.0108,0
41285821,0.0144,-0.0046,-0.0001,-0.9999,0.0022,-0.5315,-178.3498,0.0459,0.0316,-0.0032,0
41285988,0.0144,-0.0046,-0.0001,-0.9999,0.0045,-0.5316,-178.3504,0.0510,0.0453,0.0098,0
41286154,0.0145,-0.0047,-0.0001,-0.9999,0.0087,-0.5334,-178.3426,0.0162,0.0517,0.0084,0
41286321,0.0145,-0.0047,-0.0002,-0.9999,0.0121,-0.5351,-178.3428,0.0067,0.0602,0.0044,0
41286488,0.0144,-0.0047,-0.0002,-0.9999,0.0159,-0.5365,-178.3505,0.0248,0.0527,-0.0043,0
41286654,0.0144,-0.0047,-0.0002,-0.9999,0.0185,-0.5371,-178.3519,0.0428,0.0430,0.0056,0
41286821,0.0144,-0.0047,-0.0003,-0.9999,0.0215,-0.5396,-178.3515,0.0361,0.0510,0.0082,0
41286988,0.0144,-0.0047,-0.0003,-0.9999,0.0244,-0.5406,-178.3490,0.0345,0.0381,0.0023,0
41287154,0.0144,-0.0047,-0.0003,-0.9999,0.0262,-0.5416,-178.3530,0.0228,0.0421,0.0076,0
41287321,0.0143,-0.0047,-0.0003,-0.9999,0.0284,-0.5443,-178.3602,0.0331,0.0468,0.0045,0
41287488,0.0143,-0.0048,-0.0003,-0.9999,0.0293,-0.5465,-178.3668,0.0467,0.0281,0.0037,0
41287654,0.0142,-0.0048,-0.0004,-0.9999,0.0329,-0.5479,-178.3737,0.0550,0.0172,-0.0008,0
41287821,0.0141,-0.0048,-0.0004,-0.9999,0.0343,-0.5500,-178.3842,0.0436,0.0517,0.0118,0
41287988,0.0140,-0.0048,-0.0004,-0.9999,0.0364,-0.5528,-178.3927,0.0361,0.0638,0.0008,0
41288154,0.0141,-0.0048,-0.0004,-0.9999,0.0373,-0.5534,-178.3898,0.0298,0.0731,0.0266,0
41288321,0.0141,-0.0048,-0.0004,-0.9999,0.0389,-0.5558,-178.3889,0.0351,0.0744,0.0028,0
41288488,0.0141,-0.0049,-0.0004,-0.9999,0.0412,-0.5572,-178.3895,0.0310,0.0457,-0.0115,0
41288654,0.0140,-0.0049,-0.0004,-0.9999,0.0434,-0.5571,-178.3909,0.0535,0.0133,-0.0021,0
41288821,0.0141,-0.0049,-0.0005,-0.9999,0.0461,-0.5591,-178.3868,0.0415,0.0131,0.0056,0
41288988,0.0141,-0.0049,-0.0005,-0.9999,0.0485,-0.5621,-178.3878,0.0542,0.0405,0.0040,0
41289154,0.0141,-0.0049,-0.0005,-0.9999,0.0500,-0.5646,-178.3879,0.0523,0.0587,0.0059,0
41289321,0.0141,-0.0049,-0.0005,-0.9999,0.0514,-0.5660,-178.3897,0.0430,0.0761,-0.0079,0
41289488,0.0140,-0.0049,-0.0005,-0.9999,0.0526,-0.5663,-178.3928,0.0185,0.0769,0.0130,0
41289654,0.0140,-0.0050,-0.0005,-0.9999,0.0542,-0.5694,-178.3940,0.0121,0.0591,0.0063,0
41289821,0.0140,-0.0050,-0.0005,-0.9999,0.0550,-0.5712,-178.3956,0.0223,0.0489,0.0123,0
41289988,0.0140,-0.0050,-0.0006,-0.9999,0.0568,-0.5727,-178.3943,0.0266,0.0443,0.0220,0
