DeviceTag: Xsens DOT6B,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 11:31:46.900,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
35846823,0.9716,-0.0017,-0.0002,0.2367,-0.1930,0.0194,27.3811,0.0029,0.0125,0.1188,0
35846990,0.9716,-0.0017,-0.0002,0.2367,-0.1940,0.0195,27.3807,0.0016,0.0010,0.1111,0
35847156,0.9716,-0.0017,-0.0002,0.2367,-0.1945,0.0201,27.3804,-0.0078,-0.0163,0.1226,0
35847323,0.9716,-0.0017,-0.0002,0.2367,-0.1942,0.0196,27.3802,0.0037,-0.0018,0.0989,0
35847490,0.9716,-0.0017,-0.0002,0.2367,-0.1951,0.0191,27.3805,0.0083,-0.0048,0.1155,0
35847656,0.9716,-0.0017,-0.0002,0.2367,-0.1961,0.0187,27.3797,-0.0104,0.0026,0.1075,0
35847823,0.9716,-0.0017,-0.0002,0.2367,-0.1973,0.0190,27.3798,-0.0051,0.0040,0.1121,0
35847990,0.9716,-0.0017,-0.0003,0.2367,-0.1988,0.0187,27.3805,-0.0158,-0.0001,0.1078,0
35848156,0.9716,-0.0017,-0.0003,0.2367,-0.2008,0.0181,27.3813,-0.0028,0.0033,0.1116,0
35848323,0.9716,-0.0018,-0.0003,0.2367,-0.2026,0.0179,27.3816,0.0010,0.0050,0.1225,0
35848490,0.9716,-0.0018,-0.0003,0.2367,-0.2040,0.0173,27.3832,0.0100,0.0081,0.1239,0
35848656,0.9716,-0.0017,-0.0002,0.2366,-0.2012,0.0198,27.3748,0.0028,-0.0045,0.1092,0
35848823,0.9716,-0.0017,-0.0002,0.2366,-0.2006,0.0199,27.3741,0.0115,0.0145,0.1083,0
35848990,0.9716,-0.0018,-0.0002,0.2366,-0.2017,0.0206,27.3736,-0.0004,-0.0089,0.1079,0
35849156,0.9716,-0.0018,-0.0003,0.2366,-0.2035,0.0196,27.3730,-0.0092,0.0061,0.1213,0
35849323,0.9716,-0.0018,-0.0003,0.2366,-0.2041,0.0201,27.3723,0.0127,-0.0024,0.1264,0
35849490,0.9716,-0.0018,-0.0003,0.2366,-0.2057,0.0198,27.3720,-0.0166,0.0053,0.1110,0
35849656,0.9716,-0.0018,-0.0003,0.2366,-0.2050,0.0192,27.3723,-0.0186,-0.0051,0.1084,0
35849823,0.9716,-0.0018,-0.0003,0.2366,-0.2063,0.0201,27.3714,-0.0080,-0.0063,0.1156,0
35849990,0.9716,-0.0018,-0.0003,0.2366,-0.2067,0.0197,27.3710,0.0018,-0.0023,0.1123,0
35850156,0.9716,-0.0018,-0.0003,0.2366,-0.2064,0.0188,27.3710,0.0027,-0.0038,0.1090,0
35850323,0.9716,-0.0018,-0.0003,0.2366,-0.2064,0.0184,27.3713,0.0112,0.0178,0.1011,0
35850490,0.9716,-0.0018,-0.0003,0.2366,-0.2083,0.0168,27.3715,0.0031,0.0089,0.1337,0
35850656,0.9716,-0.0018,-0.0003,0.2366,-0.2082,0.0176,27.3710,0.0031,-0.0068,0.1143,0
35850823,0.9716,-0.0018,-0.0003,0.2366,-0.2093,0.0178,27.3721,-0.0076,0.0087,0.1017,0
35850990,0.9716,-0.0018,-0.0003,0.2366,-0.2092,0.0176,27.3714,0.0004,0.0034,0.1111,0
35851156,0.9716,-0.0018,-0.0003,0.2366,-0.2094,0.0179,27.3713,-0.0018,-0.0117,0.1161,0
35851323,0.9716,-0.0018,-0.0003,0.2366,-0.2078,0.0185,27.3715,-0.0201,0.0009,0.1131,0
35851490,0.9716,-0.0018,-0.0003,0.2366,-0.2077,0.0177,27.3705,0.0097,0.0108,0.0982,0
35851656,0.9716,-0.0018,-0.0003,0.2366,-0.2073,0.0169,27.3708,0.0038,-0.0018,0.1139,0
35851823,0.9716,-0.0018,-0.0003,0.2366,-0.2073,0.0155,27.3712,-0.0087,-0.0051,0.1154,0
35851990,0.9716,-0.0018,-0.0003,0.2366,-0.2067,0.0153,27.3712,0.0081,-0.0037,0.1172,0
